,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Note_joueurs,Nb_avis,Note_GK,Editeur,Licence,Date_Test_GK,Distributeur,Développeur,Éditeur,French_name
1982,1728,Mega Man 3,NES,1990.0,Platform,Capcom,0.68,0.1,0.39,0.0,1.17,8.0,29.0,,Capcom,Mega Man ,,,Capcom,,
1983,1729,Ratchet & Clank (2016),PS4,2016.0,Platform,Sony Computer Entertainment,0.32,0.64,0.04,0.18,1.17,7.7,124.0,8,Sony Interactive Entertainment,Ratchet & Clank ,,,Insomniac Games,,
1984,1730,Mission: Impossible,N64,1997.0,Action,Ocean,0.74,0.38,0.02,0.03,1.17,6.0,1.0,,Konami,Mission Impossible ,,,,Konami,Mission : Impossible
1985,1731,Romancing SaGa 2,SNES,1993.0,Role-Playing,SquareSoft,0.0,0.0,1.17,0.0,1.17,6.8,5.0,,Squaresoft,SaGa ,,,Squaresoft,,
1986,1732,Cabela's Dangerous Hunts,PS2,2003.0,Sports,Zoo Digital Publishing,0.57,0.45,0.0,0.15,1.17,,,,Activision,"""Cabela's """,,,Sand Grain Studios,,
1987,1733,Cool Boarders 4,PS,1998.0,Sports,989 Studios,0.65,0.44,0.0,0.08,1.17,6.0,2.0,6.0,Sony Interactive Entertainment Europe,Cool Boarders,2000-11-01,,Deck Nine,Sony Interactive Entertainment Europe,Cool Boarders 4
1988,1734,Rage Racer,PS,1996.0,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17,7.8,10.0,,Namco,Ridge Racer ,,Sony Interactive Entertainment Europe,Namco,,
1989,1735,Medal of Honor: Rising Sun,XB,2003.0,Shooter,Electronic Arts,0.76,0.36,0.0,0.05,1.17,5.8,22.0,5,Electronic Arts,Medal of Honor ,,,,Electronic Arts,Medal of Honor : Soleil Levant
1990,1736,Football Manager 2013,PC,2012.0,Sports,Sega,0.0,0.95,0.0,0.22,1.17,8.1,13.0,8.0,Sega,Football Manager,2012-11-06,,Sports Interactive,Sega,Football Manager 2013
1991,1737,Destruction Derby 2,PS,1996.0,Racing,Psygnosis,0.65,0.44,0.0,0.08,1.17,7.5,31.0,,Psygnosis,Destruction Derby ,,,Ubisoft Reflections,,
1992,1738,Mirror's Edge,X360,2008.0,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.17,7.3,420.0,6.0,Electronic Arts,Mirror's Edge,2009-01-15,,DICE,Electronic Arts,Mirror's Edge
1993,1739,Destiny: The Taken King,XOne,2015.0,Shooter,Activision,0.82,0.23,0.0,0.11,1.17,7.0,25.0,6,Activision,Destiny ,,,Bungie,,
1994,1740,Mario vs. Donkey Kong,GBA,2004.0,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,7.0,22.0,6,Nintendo,,,,Nintendo,,
1995,1741,007: Quantum of Solace,PS3,2008.0,Action,Activision,0.43,0.52,0.02,0.2,1.16,5.5,28.0,5,Activision,James Bond ,,,Beenox Studio,,
1996,1742,EA Sports Active: More Workouts,Wii,2009.0,Sports,Electronic Arts,0.78,0.28,0.0,0.1,1.16,,,,Electronic Arts,EA Sports Active ,,,EA Canada,,
1997,1743,Fallout: New Vegas,PC,2010.0,Role-Playing,Bethesda Softworks,0.58,0.45,0.0,0.14,1.16,7.8,196.0,7.0,Bethesda Softworks,Fallout,2010-10-25,Namco Bandai Partners,Obsidian Entertainment,Bethesda Softworks,Fallout : New Vegas
1998,1743,Fallout: New Vegas,PC,2010.0,Role-Playing,Bethesda Softworks,0.58,0.45,0.0,0.14,1.16,7.8,196.0,7.0,Bethesda Softworks,Fallout,2010-10-25,Namco Bandai Partners,Obsidian Entertainment,Bethesda Softworks,Fallout: New Vegas
1999,1744,Need for Speed: Most Wanted,PSV,2012.0,Racing,Electronic Arts,0.38,0.52,0.01,0.25,1.16,6.5,94.0,6,Electronic Arts,Need For Speed ,,,Criterion Games,,
2000,1745,Final Fantasy Tactics: The War of the Lions,PSP,2007.0,Role-Playing,Square Enix,0.45,0.25,0.3,0.16,1.16,8.5,146.0,5,Squaresoft,,,,Squaresoft,,
2001,1746,Midnight Club 3: DUB Edition Remix,PS2,2006.0,Racing,Take-Two Interactive,0.97,0.04,0.0,0.16,1.16,6.8,5.0,6.0,Rockstar Games,Midnight Club,2006-04-14,,Rockstar San Diego,Rockstar Games,Midnight Club 3 : DUB Edition Remix
2002,1746,Midnight Club 3: DUB Edition Remix,PS2,2006.0,Racing,Take-Two Interactive,0.97,0.04,0.0,0.16,1.16,6.8,5.0,6.0,Rockstar Games,Midnight Club,2006-04-14,,Rockstar San Diego,Rockstar Games,Midnight Club 3: DUB Edition Remix
2003,1747,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004.0,Shooter,Ubisoft,0.57,0.44,0.0,0.15,1.16,,,,Ubisoft,,,,Ubisoft,,
2004,1748,SingStar,PS3,2007.0,Misc,Sony Computer Entertainment,0.45,0.58,0.0,0.13,1.16,,,,Sony Interactive Entertainment Europe,SingStar ,,Sony Interactive Entertainment Europe,Team Soho,Sony Interactive Entertainment Europe,SingStar
2005,1749,Bushido Blade,PS,1997.0,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16,7.1,10.0,,Squaresoft,Bushido Blade ,,,LightWeight,,
2006,1750,LEGO Star Wars III: The Clone Wars,DS,2011.0,Action,LucasArts,0.66,0.39,0.0,0.11,1.16,6.7,21.0,6,Warner Bros. Interactive Entertainment,,,Activision,"""Traveller's Tales""",,
2007,1751,NASCAR Thunder 2002,PS2,2001.0,Racing,Electronic Arts,0.57,0.44,0.0,0.15,1.16,,,,Electronic Arts,Nascar (EA Sports) ,,,EA Black Box,,
2008,1752,Jet Force Gemini,N64,1999.0,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16,7.7,45.0,,Rare,,,Nintendo,Rare,,
2009,1753,Mega Man X,SNES,1993.0,Platform,Capcom,0.57,0.08,0.5,0.01,1.16,7.9,72.0,7.0,Capcom,Mega Man,2006-03-10,,Capcom,Capcom,Mega Man X
2010,1754,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2002.0,Role-Playing,Konami Digital Entertainment,0.84,0.27,0.0,0.05,1.16,5.0,2.0,,Konami,Yu Gi Oh! ,,,Konami,,
2011,1755,Sega Rally Championship,SAT,1995.0,Racing,Sega,0.21,0.16,0.77,0.02,1.16,8.2,56.0,,Sega,Sega Rally ,,,Sega Sports,,
2012,1756,Test Drive: Off Road,PS,1997.0,Racing,Eidos Interactive,0.65,0.44,0.0,0.08,1.16,,,,Accolade,Test Drive ,,Eidos Interactive,Elite Systems,,
2013,1757,Medal of Honor Heroes 2,PSP,2007.0,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.16,5.3,10.0,4.5,Electronic Arts,Medal of Honor,2007-11-30,,,Electronic Arts,Medal of Honor Heroes 2
2014,1758,Sniper: Ghost Warrior,X360,2010.0,Shooter,City Interactive,0.54,0.51,0.0,0.12,1.16,5.3,12.0,4.0,CI Games,Sniper : Ghost Warrior,2010-06-25,,,,
2015,1758,Sniper: Ghost Warrior,X360,2010.0,Shooter,City Interactive,0.54,0.51,0.0,0.12,1.16,5.3,12.0,4.0,CI Games,Sniper : Ghost Warrior,2010-06-25,,,,Sniper: Ghost Warrior
2016,1759,Rocksmith,PS3,2011.0,Misc,Ubisoft,0.52,0.38,0.09,0.17,1.16,7.5,13.0,6.0,Ubisoft,Rocksmith,2012-10-01,,,Ubisoft,Rocksmith
2017,1760,LEGO Star Wars: The Video Game,XB,2005.0,Action,Eidos Interactive,0.83,0.28,0.0,0.05,1.16,6.7,23.0,,Giant Interactive,,,Eidos Interactive,"""Traveller's Tales""",,
2018,1761,FIFA Soccer 10,PSP,2009.0,Sports,Electronic Arts,0.15,0.68,0.01,0.32,1.16,7.4,95.0,8,Electronic Arts,FIFA EA Sports ,,,EA Canada,,
2019,1762,Plants vs. Zombies: Garden Warfare,X360,2014.0,Shooter,Electronic Arts,0.51,0.54,0.0,0.1,1.16,6.8,25.0,6,Electronic Arts,Plantes contre Zombies ,,,PopCap,,
2020,1763,Worldwide Soccer Manager 2009,PC,2008.0,Simulation,Sega,0.0,1.14,0.0,0.01,1.15,8.5,6.0,,Sega,Football Manager ,,,Sports Interactive,,
2021,1764,Omerta: City of Gangsters,PS3,2011.0,Simulation,Konami Digital Entertainment,0.52,0.46,0.0,0.17,1.15,,,,Kalypso Media,,,,Haemimont Games,Kalypso Media,Omerta : City of Gangsters
2022,1764,Omerta: City of Gangsters,PS3,2011.0,Simulation,Konami Digital Entertainment,0.52,0.46,0.0,0.17,1.15,,,,Kalypso Media,,,,Haemimont Games,Kalypso Media,Omerta: City of Gangsters
2023,1765,Gauntlet: Dark Legacy,PS2,2001.0,Action,Midway Games,0.56,0.44,0.0,0.15,1.15,6.0,7.0,5,Midway Games,Gauntlet ,,Nobilis,Midway Games,,
2024,1766,Ninja Gaiden Sigma,PS3,2007.0,Action,Eidos Interactive,0.57,0.33,0.09,0.16,1.15,7.1,64.0,7.5,Tecmo,Ninja Gaiden,2012-02-14,,Tecmo,Tecmo,Ninja Gaiden Sigma
2025,1767,Bad Boys: Miami Takedown,PS2,2004.0,Shooter,Empire Interactive,0.56,0.44,0.0,0.15,1.15,,,,,,,,,,
2026,1768,Kaboom!,2600,1980.0,Misc,Activision,1.07,0.07,0.0,0.01,1.15,,,,Activision,,,,Activision,,
2027,1769,Red Dead Redemption: Undead Nightmare,PS3,2010.0,Action,Take-Two Interactive,0.44,0.46,0.06,0.18,1.15,7.4,124.0,8.0,Rockstar Games,Red Dead Revolver,2010-10-29,,Rockstar San Diego,Rockstar Games,Red Dead Redemption : Undead Nightmare
2028,1769,Red Dead Redemption: Undead Nightmare,PS3,2010.0,Action,Take-Two Interactive,0.44,0.46,0.06,0.18,1.15,7.4,124.0,8.0,Rockstar Games,Red Dead Revolver,2010-10-29,,Rockstar San Diego,Rockstar Games,Red Dead Redemption: Undead Nightmare
2029,1770,Sonic and the Black Knight,Wii,2009.0,Platform,Sega,0.69,0.35,0.01,0.11,1.15,4.0,12.0,3,Sega,Sonic ,,,Sonic Team,,
2030,1771,Call of Duty 4: Modern Warfare,PC,2007.0,Shooter,Activision,0.0,1.12,0.0,0.03,1.15,7.7,290.0,6.8,Activision,Call of Duty,2007-11-09,Activision,Infinity Ward,Activision,Call of Duty 4 : Modern Warfare
2031,1771,Call of Duty 4: Modern Warfare,PC,2007.0,Shooter,Activision,0.0,1.12,0.0,0.03,1.15,7.7,290.0,6.8,Activision,Call of Duty,2007-11-09,Activision,Infinity Ward,Activision,Call of Duty 4: Modern Warfare
2032,1772,Qix,GB,1990.0,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15,6.5,4.0,,Nintendo,Qix ,,,Nintendo,,
2033,1773,Derby Stallion III,SNES,1995.0,Sports,ASCII Entertainment,0.0,0.0,1.15,0.0,1.15,,,,ASCII Entertainment,Derby Stallion ,,,,ASCII Entertainment,Derby Stallion III
2034,1774,Doraemon,NES,1986.0,Action,Hudson Soft,0.0,0.0,1.15,0.0,1.15,,,,Sega,Doraemon ,,,,Sega,Doraemon
2035,1775,High School Musical 2: Work This Out!,DS,2008.0,Misc,Disney Interactive Studios,0.5,0.52,0.0,0.13,1.15,,,,,,,,,,
2036,1776,Ratchet & Clank: All 4 One,PS3,2011.0,Platform,Sony Computer Entertainment,0.75,0.22,0.05,0.12,1.15,6.2,22.0,,Sony Interactive Entertainment Europe,Ratchet & Clank ,,,Insomniac Games,,
2037,1777,Donkey Konga,GC,2003.0,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15,,,,Nintendo,,,,Namco,Nintendo,Donkey Konga
2038,1778,Fight Night Champion,PS3,2011.0,Fighting,Electronic Arts,0.45,0.51,0.0,0.19,1.15,6.9,21.0,7.0,EA Sports,Fight Night,2011-03-02,,EA Canada,EA Sports,Fight Night Champion
2039,1779,Dragon Quest I & II,SNES,1993.0,Role-Playing,Enix Corporation,0.0,0.0,1.15,0.0,1.15,7.0,4.0,,Enix,Dragon Quest ,,,Enix,,
2040,1780,Tak and the Power of Juju,PS2,2003.0,Platform,THQ,0.56,0.44,0.0,0.15,1.15,6.3,4.0,5,THQ,Tak ,,,Avalanche Software,,
2041,1781,Asteroids,PS,1998.0,Shooter,Success,0.64,0.43,0.0,0.07,1.15,,,,Activision,Asteroids ,,,,Activision,Asteroids
2042,1782,Puyo Puyo Sun Ketteiban,PS,1997.0,Puzzle,Compile,0.0,0.0,1.07,0.07,1.15,8.0,1.0,,Compile,Puyo Puyo ,,,,Compile,Puyo Puyo Sun
2043,1783,Pokemon Rumble Blast,3DS,2011.0,Action,Nintendo,0.47,0.26,0.35,0.07,1.14,5.3,6.0,,Nintendo,,,,Ambrella,,
2044,1784,Action Bass,PS,2000.0,Action,Take-Two Interactive,0.64,0.43,0.0,0.07,1.14,,,,Take Two Interactive,,,,,Take Two Interactive,Action Bass
2045,1785,Tenchu: Wrath of Heaven,PS2,2003.0,Action,Activision,0.44,0.34,0.25,0.11,1.14,7.1,40.0,7,Activision,Tenchu ,,,K2,,
2046,1786,Shadow of the Colossus,PS2,2005.0,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,8.7,305.0,8.0,Sony Interactive Entertainment Europe,,2006-01-20,,Bluepoint Games,Sony Interactive Entertainment Japan Studio,Shadow of the Colossus (Remake PS4)
2047,1786,Shadow of the Colossus,PS2,2005.0,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,8.7,305.0,8.0,Sony Interactive Entertainment Europe,,2006-01-20,,Bluepoint Games,Sony Interactive Entertainment Japan Studio,Shadow of the Colossus
2048,1787,Brave Fencer Musashi,PS,1998.0,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14,6.8,13.0,,Squaresoft,Brave Fencer Musashi ,,,Squaresoft,,
2049,1788,Hot Shots Golf: Out of Bounds,PS3,2007.0,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,,,,Sony Interactive Entertainment,,,,Clap Hanz,,
2050,1789,Dance Dance Revolution Extreme 2,PS2,2005.0,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14,6.0,1.0,,Konami,Dancing Stage ,,,KCET,,
2051,1790,Mirror's Edge,PS3,2008.0,Platform,Electronic Arts,0.31,0.59,0.02,0.22,1.14,7.3,420.0,6.0,Electronic Arts,Mirror's Edge,2009-01-15,,DICE,Electronic Arts,Mirror's Edge
2052,1791,Rabbids Go Home,Wii,2009.0,Platform,Ubisoft,0.26,0.75,0.0,0.14,1.14,,,,,,,,,,
2053,1792,South Park,N64,1998.0,Shooter,Acclaim Entertainment,0.9,0.23,0.0,0.02,1.14,7.8,184.0,8,Ubisoft,South Park ,,,Obsidian Entertainment,,
2054,1793,Commando,NES,1986.0,Action,Capcom,0.71,0.16,0.25,0.03,1.14,6.4,45.0,7,Capcom,Bionic Commando ,,,GRIN,,
2055,1794,Pilotwings,SNES,1990.0,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14,,,,Nintendo,PilotWings ,,,Nintendo,,
2056,1795,Resident Evil - Code: Veronica,DC,2000.0,Action,Eidos Interactive,0.41,0.23,0.47,0.03,1.14,8.2,89.0,8,Eidos Interactive,Resident Evil ,,,Capcom,,
2057,1796,Super R.C. Pro-Am,GB,1991.0,Racing,Nintendo,0.58,0.37,0.15,0.04,1.14,7.3,4.0,,Nintendo,R.C. Pro-Am ,,,Rare,,
2058,1797,The Lord of the Rings: The Return of the King,XB,2003.0,Action,Electronic Arts,0.71,0.38,0.0,0.05,1.14,7.0,80.0,7,Electronic Arts,Le Seigneur des Anneaux ,,,Visceral Games,,
2059,1798,LEGO Star Wars: The Video Game,GBA,2005.0,Action,Eidos Interactive,0.82,0.3,0.0,0.02,1.14,6.7,23.0,,Giant Interactive,,,Eidos Interactive,"""Traveller's Tales""",,
2060,1799,Royal Palace of White Sword and The City of Gentiles,PS2,2005.0,Role-Playing,Take-Two Interactive,0.0,0.51,0.0,0.62,1.14,,,,,,,,,,
2061,1800,Guitar Hero 5,X360,2009.0,Misc,Activision,0.65,0.37,0.0,0.11,1.14,6.6,48.0,7.0,Activision,Guitar Hero,2009-09-11,,Neversoft Entertainment,Activision,Guitar Hero 5
2062,1801,Mobile Suit Gundam: Federation vs. Zeon,PS2,2001.0,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,6.2,5.0,5,Bandai,Mobile Suit Gundam ,,Atari,Bandai,,
2063,1802,Need for Speed Underground 2,GC,2004.0,Racing,Electronic Arts,0.7,0.39,0.01,0.03,1.14,6.6,58.0,6,Electronic Arts,Need For Speed ,,,EA Canada,,
2064,1803,MechAssault,XB,2002.0,Simulation,Microsoft Game Studios,1.01,0.1,0.0,0.03,1.13,7.7,6.0,8.0,Xbox Game Studios,MechAssault,2002-12-02,Xbox Game Studios,Day 1 Studios,Xbox Game Studios,MechAssault
2065,1804,ModNation Racers,PS3,2010.0,Racing,Sony Computer Entertainment,0.5,0.41,0.06,0.16,1.13,6.6,42.0,5.5,Sony Interactive Entertainment,ModNation Racers,2010-05-19,,United Front Games,Sony Interactive Entertainment,ModNation Racers
2066,1805,LEGO Star Wars III: The Clone Wars,3DS,2011.0,Action,LucasArts,0.61,0.43,0.0,0.09,1.13,6.7,21.0,6,Warner Bros. Interactive Entertainment,,,Activision,"""Traveller's Tales""",,
2067,1806,Derby Stallion 99,PS,1999.0,Sports,ASCII Entertainment,0.0,0.0,1.06,0.07,1.13,,,,ASCII Entertainment,Derby Stallion ,,,ASCII Entertainment,,
2068,1807,Cars,GBA,2006.0,Racing,THQ,0.81,0.3,0.0,0.02,1.13,5.3,8.0,4.0,THQ,Pixar,2007-01-02,,Beenox Studio,THQ,Cars
2069,1808,Fantasy Life,3DS,2012.0,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,7.3,40.0,7.0,Level-5,Fantasy Life,2014-09-24,,Brownie Brown,Level-5,Fantasy Life
2070,1809,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004.0,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13,6.9,7.0,6.0,Ubisoft,Rainbow Six,2004-08-19,,Ubisoft Montréal,Ubisoft,Tom Clancy's Rainbow Six 3 : Black Arrow
2071,1809,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004.0,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13,6.9,7.0,6.0,Ubisoft,Rainbow Six,2004-08-19,,Ubisoft Montréal,Ubisoft,Tom Clancy's Rainbow Six 3: Black Arrow
2072,1810,WWE 2K15,PS4,2014.0,Sports,Take-Two Interactive,0.38,0.56,0.0,0.19,1.13,5.8,5.0,,2K Sports,WWE ,,,"""Yuke's Media Creation""",,
2073,1811,Donkey Kong,NES,1983.0,Platform,Nintendo,0.23,0.05,0.84,0.01,1.13,5.9,38.0,3.0,Nintendo,Donkey Kong,2004-07-09,,Retro Studios,Nintendo,Donkey Kong Country : Tropical Freeze
2074,1811,Donkey Kong,NES,1983.0,Platform,Nintendo,0.23,0.05,0.84,0.01,1.13,5.9,38.0,3.0,Nintendo,Donkey Kong,2004-07-09,,Retro Studios,Nintendo,Donkey Kong
2075,1812,Jampack Winter '98,PS,1998.0,Misc,Sony Computer Entertainment,0.63,0.43,0.0,0.07,1.13,,,,,,,,,,
2076,1813,WWE 2K14,X360,2013.0,Sports,Take-Two Interactive,0.64,0.39,0.0,0.1,1.13,7.0,4.0,8.0,2K Sports,WWE,2013-11-04,,2K Games,2K Sports,WWE 2K14
2077,1814,Alien: Isolation,PS4,2014.0,Shooter,Sega,0.34,0.56,0.04,0.19,1.13,7.5,147.0,6.0,Sega,Alien,2014-10-03,,The Creative Assembly,Sega,Alien : Isolation
2078,1814,Alien: Isolation,PS4,2014.0,Shooter,Sega,0.34,0.56,0.04,0.19,1.13,7.5,147.0,6.0,Sega,Alien,2014-10-03,,The Creative Assembly,Sega,Alien: Isolation
2079,1815,Yakuza 3,PS3,2009.0,Action,Sega,0.21,0.21,0.62,0.08,1.13,7.0,61.0,6.0,Sega,Yakuza,2010-03-12,,Sega,Yakuza ,Yakuza 3
2080,1816,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2005.0,Role-Playing,Nintendo,0.81,0.3,0.0,0.02,1.13,,,,,,,,,,
2081,1817,The Beatles: Rock Band,PS3,2009.0,Misc,MTV Games,0.67,0.3,0.0,0.15,1.13,7.6,54.0,7.0,MTV Games ,Rock Band,2009-09-09,,Harmonix Music Systems,MTV Games ,The Beatles : Rock Band
2082,1817,The Beatles: Rock Band,PS3,2009.0,Misc,MTV Games,0.67,0.3,0.0,0.15,1.13,7.6,54.0,7.0,MTV Games ,Rock Band,2009-09-09,,Harmonix Music Systems,MTV Games ,The Beatles: Rock Band
2083,1818,Dragon Age II,X360,2011.0,Action,Electronic Arts,0.72,0.3,0.01,0.09,1.12,6.0,96.0,5.0,Electronic Arts,Dragon Age,2011-03-14,,BioWare Edmonton,Electronic Arts,Dragon Age II
2084,1819,Moon Patrol,2600,1982.0,Shooter,Atari,1.05,0.06,0.0,0.01,1.12,7.5,2.0,,Atari Corporation,,,,Atari Corporation,,
2085,1820,Supercar Street Challenge,PS2,2001.0,Racing,Activision,0.55,0.43,0.0,0.14,1.12,0.0,0.0,3.0,Activision,,2001-12-28,,,Activision,Supercar Street Challenge
2086,1821,Pilotwings 64,N64,1996.0,Simulation,Nintendo,0.56,0.24,0.3,0.02,1.12,7.8,30.0,,Nintendo,PilotWings ,,,Nintendo,,
2087,1822,Crackdown 2,X360,2010.0,Shooter,Microsoft Game Studios,0.63,0.37,0.02,0.1,1.12,5.8,14.0,4.0,Xbox Game Studios,Crackdown,2010-07-08,,Rockstar Dundee,Xbox Game Studios,Crackdown 2
2088,1823,Final Fantasy XIV: A Realm Reborn,PS3,2013.0,Role-Playing,Square Enix,0.36,0.33,0.28,0.15,1.12,7.6,62.0,,Square Enix,Final Fantasy ,,,,Square Enix,Final Fantasy XIV : A Realm Reborn
2089,1824,Castlevania: Lords of Shadow,PS3,2010.0,Action,Konami Digital Entertainment,0.5,0.37,0.1,0.16,1.12,7.7,284.0,8.0,Konami,Castlevania,2010-10-06,,MercurySteam,Konami,Castlevania : Lords of Shadow
2090,1824,Castlevania: Lords of Shadow,PS3,2010.0,Action,Konami Digital Entertainment,0.5,0.37,0.1,0.16,1.12,7.7,284.0,8.0,Konami,Castlevania,2010-10-06,,MercurySteam,Konami,Castlevania: Lords of Shadow
2091,1825,Rocksmith,X360,2011.0,Misc,Ubisoft,0.84,0.2,0.01,0.08,1.12,7.5,13.0,6.0,Ubisoft,Rocksmith,2012-10-01,,,Ubisoft,Rocksmith
2092,1826,Disney Infinity 2.0: Marvel Super Heroes,X360,2014.0,Action,Disney Interactive Studios,0.62,0.4,0.0,0.1,1.12,,,,,,,,,,
2093,1827,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005.0,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12,9.0,1.0,6,Sony Interactive Entertainment,SOCOM ,,Sony Interactive Entertainment,Zipper Interactive,,
2094,1828,Call Of Duty 2: Big Red One,XB,2005.0,Shooter,Activision,0.66,0.4,0.0,0.05,1.12,5.9,9.0,,Activision,Call of Duty ,,Activision,Treyarch,,
2095,1829,Yoshi's Cookie,NES,1992.0,Puzzle,Nintendo,0.41,0.06,0.63,0.02,1.12,7.4,8.0,,Nintendo,,,,Bullet-Proof Software,,
2096,1830,Guitar Hero 5,PS2,2009.0,Misc,Activision,0.28,0.3,0.0,0.54,1.12,6.6,48.0,7.0,Activision,Guitar Hero,2009-09-11,,Neversoft Entertainment,Activision,Guitar Hero 5
2097,1831,Worldwide Soccer Manager 2008,PC,2007.0,Sports,Russel,0.0,1.12,0.0,0.0,1.12,7.7,3.0,,Sega,Football Manager ,,Sega,Sports Interactive,,
2098,1832,Spider-Man 2,XB,2004.0,Action,Activision,0.82,0.26,0.0,0.04,1.12,6.1,20.0,5.0,Activision,Spider-Man,2004-06-30,,Treyarch,Activision,Spider-Man 2
2099,1833,Counter-Strike,XB,2003.0,Shooter,Microsoft Game Studios,0.85,0.23,0.0,0.04,1.11,8.1,87.0,7.0,Indépendant,Half-Life,2000-11-21,,Indépendant,Indépendant,Counter-Strike
2100,1834,Mad Max (2015),PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.32,0.58,0.04,0.17,1.11,6.9,81.0,6,,,,,Avalanche Studios,,
2101,1835,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007.0,Action,Activision,0.63,0.37,0.0,0.11,1.11,5.3,4.0,3,Activision,TransFormers ,,,"""Traveller's Tales""",,
2102,1836,GRID,PS3,2008.0,Racing,Codemasters,0.31,0.57,0.03,0.2,1.11,,,,Codemasters,GRID ,,,Codemasters,Codemasters,GRID
2103,1837,Guitar Hero Encore: Rocks The 80s,PS2,2007.0,Misc,RedOctane,0.92,0.04,0.0,0.15,1.11,6.3,4.0,5,RedOctane,,,Activision,Harmonix Music Systems,,
2104,1838,Sunset Overdrive,XOne,2014.0,Shooter,Microsoft Game Studios,0.62,0.4,0.0,0.08,1.11,7.0,49.0,6.0,Xbox Game Studios,,2014-10-27,,Insomniac Games,Xbox Game Studios,Sunset Overdrive
2105,1839,Rock Band,PS2,2008.0,Misc,Electronic Arts,0.71,0.06,0.0,0.35,1.11,7.9,57.0,7.5,MTV Games ,Rock Band,2008-09-20,,Harmonix Music Systems,Harmonix Music Systems,Rock Band 4
2106,1839,Rock Band,PS2,2008.0,Misc,Electronic Arts,0.71,0.06,0.0,0.35,1.11,7.9,57.0,7.5,MTV Games ,Rock Band,2008-09-20,,Harmonix Music Systems,Harmonix Music Systems,Rock Band
2107,1840,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005.0,Action,Ubisoft,0.68,0.38,0.0,0.05,1.11,7.7,121.0,8,Ubisoft,,,,Ubisoft Montréal,,
2108,1841,Donkey Kong Jr.,NES,1983.0,Platform,Nintendo,0.33,0.07,0.7,0.01,1.11,5.4,24.0,,Nintendo,Donkey Kong ,,,Nintendo,,
2109,1842,Arc the Lad,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,1.1,0.01,1.11,5.9,9.0,,Sony Interactive Entertainment,Arc The Lad ,,,,Sony Interactive Entertainment,Arc The Lad
2110,1843,NBA Jam Tournament Edition,GEN,1994.0,Sports,Acclaim Entertainment,0.95,0.14,0.0,0.03,1.11,7.0,22.0,,Acclaim Entertainment,NBA Jam ,,,Midway Games,,
2111,1844,Need for Speed: ProStreet,Wii,2007.0,Racing,Electronic Arts,0.54,0.46,0.0,0.12,1.11,5.1,27.0,5,Electronic Arts,Need For Speed ,,,EA Black Box,,
2112,1845,Pikmin 3,WiiU,2013.0,Strategy,Nintendo,0.45,0.31,0.29,0.06,1.11,8.1,125.0,7.5,Nintendo,Pikmin,2020-10-28,,Nintendo,Nintendo,Pikmin 3
2113,1846,Legend of Mana,PS,1999.0,Role-Playing,SquareSoft,0.18,0.13,0.73,0.07,1.11,7.4,30.0,6.0,Squaresoft,Secret of Mana (Seiken Densetsu),2021-06-22,,Squaresoft,Squaresoft,Legend of Mana
2114,1847,Lumines: Puzzle Fusion,PSP,2004.0,Puzzle,Ubisoft,0.52,0.35,0.0,0.23,1.11,7.7,33.0,8,Ubisoft,Lumines ,,,Q Entertainment,,
2115,1848,Toy Story 3: The Video Game,PS3,2010.0,Action,Disney Interactive Studios,0.51,0.42,0.0,0.17,1.11,6.8,20.0,6,Disney Interactive,Toy Story ,,,Avalanche Software,,
