,Unnamed: 0,Name,Platform,Year,Genre,Publisher,DateSortie,Studio,Score,Rate,Review,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_licence,GK_distributeur
1919,2199,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011.0,Fighting,Capcom,2011-02-01,Capcom,8.5,8.3,41.0,0.79,0.18,0.03,0.07,1.08,,
1920,2200,NCAA Football 14,X360,2013.0,Sports,Electronic Arts,2013-07-01,EA Tiburon,7.7,6.0,,1.01,0.0,0.0,0.06,1.07,,
1921,2201,Doko Demo Issyo,PS,1999.0,Misc,Sony Computer Entertainment,,Sony Interactive Entertainment,,,,0.0,0.0,1.0,0.07,1.07,Dokodemo Issho ,
1922,2202,Call of Duty 3,PS2,2006.0,Shooter,Activision,2006-11-01,Treyarch,8.2,5.6,48.0,0.89,0.03,0.0,0.15,1.07,Call of Duty ,
1923,2203,Imagine: Fashion Designer New York,DS,2008.0,Simulation,Ubisoft,2008-10-01,Lexis Numerique,,,,0.65,0.32,0.0,0.1,1.07,LǸa Passion ,
1924,2204,Red Dead Redemption: Undead Nightmare,X360,2010.0,Action,Take-Two Interactive,2010-10-01,Rockstar San Diego,,9.35,2837.0,0.57,0.39,0.02,0.09,1.07,Red Dead Revolver,
1925,2206,Bully: Scholarship Edition,X360,2008.0,Action,Take-Two Interactive,2008-03-01,Mad Doc Software,8.0,8.7,256.0,0.53,0.4,0.03,0.11,1.07,,Take Two Interactive
1926,2208,Virtua Fighter,SAT,1994.0,Fighting,Sega,,Sega,6.0,,,0.17,0.12,0.77,0.02,1.07,Virtua Fighter ,
1927,2209,Championship Manager 99/00,PC,1999.0,Sports,Eidos Interactive,,,,,,0.0,0.98,0.0,0.09,1.07,,
1928,2210,WWE SmackDown vs. Raw 2010,PS2,2009.0,Fighting,THQ,2009-10-01,Yuke's,,8.25,119.0,0.53,0.01,0.0,0.54,1.07,,
1929,2211,Pro Evolution Soccer 2008,X360,2007.0,Sports,Konami Digital Entertainment,2007-10-01,Konami,7.6,5.35,129.0,0.08,0.9,0.04,0.05,1.07,eFootball (Pro Evolution Soccer),
1930,2212,Super Princess Peach,DS,2005.0,Platform,Nintendo,2006-02-01,TOSE,7.5,6.6,33.0,0.72,0.06,0.21,0.07,1.07,Mario,Nintendo
1931,2213,NHL 99,PS,1997.0,Sports,Electronic Arts,,EA Sports,,7.0,1.0,0.59,0.4,0.0,0.07,1.07,NHL EA Sports ,
1932,2214,SoulCalibur III,PS2,2005.0,Fighting,Namco Bandai Games,2005-10-01,Namco,8.6,7.7,96.0,0.74,0.15,0.13,0.05,1.07,SoulCalibur,
1933,2215,Skylanders SWAP Force,PS3,2013.0,Platform,Activision,2013-10-01,Vicarious Visions,8.3,6.55,57.0,0.43,0.44,0.0,0.2,1.07,Skylanders,
1934,2216,F1 2012,PS3,2012.0,Racing,Codemasters,2012-09-01,Codemasters,8.1,8.35,189.0,0.12,0.64,0.05,0.25,1.07,F1 (Codemasters),
1935,2217,World Tour Soccer,PSP,2005.0,Sports,Sony Computer Entertainment,2005-03-01,SCEE,7.0,6.0,1.0,0.1,0.63,0.0,0.34,1.07,Le Monde des Bleus ,
1936,2218,Disney Universe,Wii,2011.0,Action,Disney Interactive Studios,2011-10-01,Eurocom Entertainment Software,6.1,6.1,19.0,0.67,0.3,0.0,0.1,1.07,Disney Universe,
1937,2220,Ridge Racer Revolution,PS,1995.0,Racing,Sony Computer Entertainment,,Namco,,6.9,16.0,0.17,0.12,0.71,0.07,1.07,Ridge Racer ,
1938,2221,LEGO Pirates of the Caribbean: The Video Game,X360,2011.0,Action,Disney Interactive Studios,2011-05-01,Traveller's Tales,7.3,6.6,36.0,0.54,0.42,0.0,0.1,1.07,Pirates des Cara��bes ,
1939,2222,Hot Wheels Turbo Racing,PS,1999.0,Racing,Electronic Arts,,Stormfront Studios,,,,0.59,0.4,0.0,0.07,1.07,Hot Wheels ,
1940,2223,NCAA Football 99,PS,1998.0,Sports,Electronic Arts,,Electronic Arts,,,,0.59,0.4,0.0,0.07,1.06,NCAA ,
1941,2224,Mortal Kombat: Armageddon,PS2,2006.0,Fighting,Midway Games,2006-10-01,Midway,7.5,8.5,85.0,0.88,0.04,0.0,0.14,1.06,Mortal Kombat,
1942,2226,Aliens vs Predator,X360,2010.0,Shooter,Sega,2010-02-01,Rebellion,6.4,,390.0,0.55,0.4,0.0,0.11,1.06,,
1943,2227,Freekstyle,PS2,2002.0,Racing,Electronic Arts,2002-09-01,Page 44 Studios,8.1,8.85,14.0,0.52,0.41,0.0,0.14,1.06,,
1944,2228,Junior Brain Trainer,DS,2008.0,Misc,GSP,2009-11-01,Avanquest Software,,,,0.23,0.74,0.0,0.1,1.06,,
1945,2229,Darksiders,X360,2010.0,Action,THQ,2010-01-01,Vigil Games,8.3,8.8,591.0,0.67,0.29,0.01,0.1,1.06,Darksiders,
1946,2230,DiRT,PS3,2007.0,Racing,Codemasters,2007-09-01,Codemasters,8.3,8.1,27.0,0.16,0.67,0.0,0.23,1.06,,
1947,2231,Call of Duty 4: Modern Warfare,DS,2007.0,Shooter,Activision,2007-11-01,n-Space,7.5,8.85,129.0,0.96,0.02,0.01,0.08,1.06,Call of Duty,Activision
1948,2233,Simple 1500 Series Vol. 1: The Mahjong,PS,1998.0,Misc,D3Publisher,,,,,,0.0,0.0,0.99,0.07,1.06,,
1949,2234,Sega Superstars Tennis,Wii,2008.0,Sports,Sega,2008-03-01,Sumo Digital,7.1,6.3,22.0,0.28,0.65,0.0,0.13,1.06,,
1950,2235,NBA Street V3,PS2,2005.0,Sports,Electronic Arts,2005-02-01,EA Canada,8.9,9.0,41.0,0.52,0.41,0.0,0.14,1.06,NBA Street,
1951,2236,Sleeping Dogs,PS3,2012.0,Action,Square Enix,2012-08-01,United Front Games,8.3,,640.0,0.31,0.5,0.05,0.19,1.06,,
1952,2237,Mercenaries 2: World in Flames,X360,2008.0,Shooter,Electronic Arts,2008-08-01,Pandemic Studios,7.2,4.9,13.0,0.65,0.3,0.01,0.1,1.06,Mercenaries ,
1953,2238,Worms Armageddon,PS,1999.0,Strategy,Microprose,,Team17,2.0,7.9,35.0,0.18,0.81,0.0,0.08,1.06,Worms,
1954,2239,Hulk,PS2,2003.0,Action,Universal Interactive,2003-06-01,Radical Entertainment,7.1,6.15,37.0,0.52,0.41,0.0,0.14,1.06,,
1955,2240,LEGO Indiana Jones: The Original Adventures,PS3,2008.0,Action,Activision,2008-06-01,Traveller's Tales,7.7,6.5,53.0,0.44,0.44,0.0,0.18,1.06,,
1956,2241,NFL Blitz,N64,1998.0,Sports,Midway Games,,Point of view,,,,1.02,0.04,0.0,0.01,1.06,NFL Blitz ,
1957,2242,NFL Quarterback Club 98,N64,1997.0,Sports,Acclaim Entertainment,,Iguana Entertainment,,7.0,1.0,1.01,0.05,0.0,0.01,1.06,NFL Quarterback Club ,
1958,2243,DJ Hero,X360,2009.0,Misc,Activision,2009-10-01,FreeStyleGames,8.4,,103.0,0.56,0.4,0.0,0.11,1.06,Hero,
1959,2244,Dora the Explorer: Dora Saves the Mermaids,DS,2007.0,Platform,Take-Two Interactive,2007-11-01,Black Lantern Studios,4.4,4.0,,0.97,0.01,0.0,0.08,1.06,"""Dora l'exploratrice """,Take Two Interactive
1960,2245,Diablo II: Lord of Destruction,PC,2001.0,Role-Playing,Vivendi Games,2001-06-01,Blizzard North,8.7,8.4,584.0,1.03,0.02,0.0,0.0,1.06,Diablo,
1961,2247,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016.0,Fighting,Namco Bandai Games,2016-02-01,CyberConnect2,7.9,7.85,133.0,0.39,0.41,0.1,0.16,1.06,Naruto ,
1962,2248,Spider-Man 2,GBA,2004.0,Action,Activision,2004-06-01,Digital Eclipse,6.5,7.55,12.0,0.76,0.28,0.0,0.02,1.06,Spider-Man,
1963,2249,Virtua Tennis 3,PS3,2007.0,Sports,Sega,2007-03-01,Sega AM3,8.0,,105.0,0.23,0.59,0.03,0.22,1.06,Virtua Tennis,
1964,2250,Seek and Destroy,PS2,2002.0,Racing,Play It,2003-11-01,Barnhouse Effect,6.3,6.6,5.0,0.52,0.4,0.0,0.14,1.06,,
1965,2251,Warhawk,PS3,2007.0,Simulation,Sony Computer Entertainment,2007-08-01,Incognito Inc.,8.4,7.3,16.0,0.49,0.39,0.0,0.17,1.06,Warhawk ,
1966,2252,Apollo Justice: Ace Attorney,DS,2007.0,Adventure,Capcom,2008-05-01,Capcom,7.8,,203.0,0.32,0.06,0.64,0.04,1.06,Ace Attorney (Phoenix Wright) ,
1967,2253,Assassin's Creed: Rogue,X360,2014.0,Action,Ubisoft,2014-11-01,Ubisoft,7.2,7.9,69.0,0.58,0.38,0.0,0.09,1.05,"""Assassin's Creed """,
1968,2254,Cosmic Ark,2600,1981.0,Shooter,Imagic,,,,,,0.99,0.05,0.0,0.01,1.05,,
1969,2255,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006.0,Shooter,Sony Computer Entertainment,2006-11-01,Zipper Interactive,8.1,8.7,,0.81,0.11,0.0,0.13,1.05,SOCOM ,Sony Interactive Entertainment Europe
1970,2256,Skylanders: Trap Team,Wii,2014.0,Action,Activision,2014-10-01,Toys for Bob,,7.8,5.0,0.42,0.54,0.0,0.08,1.05,Skylanders ,
1971,2257,Aliens vs Predator,PS3,2010.0,Shooter,Sega,2010-02-01,Rebellion,6.5,7.35,345.0,0.41,0.47,0.0,0.18,1.05,,
1972,2258,Defender,2600,1980.0,Misc,Atari,,7 Studios,,,,0.99,0.05,0.0,0.01,1.05,Defender ,Nobilis
1973,2259,Dance on Broadway,Wii,2010.0,Misc,Ubisoft,2010-06-01,Longtail Studios,4.8,3.3,,0.27,0.66,0.0,0.12,1.05,,
1974,2260,Adventure Island,NES,1986.0,Platform,Hudson Soft,,Hudson Soft,,6.0,1.0,0.0,0.0,1.05,0.0,1.05,Adventure Island ,
1975,2261,Arc the Lad II,PS,1996.0,Role-Playing,Sony Computer Entertainment,,Arc Entertainment,,7.2,5.0,0.0,0.0,0.92,0.13,1.05,Arc The Lad ,
1976,2262,Tag Team Match M.U.S.C.L.E.,NES,1985.0,Fighting,Namco Bandai Games,,,,,,0.0,0.0,1.05,0.0,1.05,,
1977,2263,Derby Stallion 96,SNES,1996.0,Sports,ASCII Entertainment,,,,,,0.0,0.0,1.04,0.01,1.05,Derby Stallion ,
1978,2264,UFC Undisputed 3,PS3,2012.0,Action,THQ,2012-02-01,Yuke's,8.6,8.55,151.0,0.55,0.34,0.03,0.13,1.05,Ultimate Fighting Championship,
1979,2265,NBA 2K3,PS2,2002.0,Sports,Sega,2003-03-01,Visual Concepts,8.9,8.65,22.0,0.51,0.4,0.0,0.13,1.05,NBA 2K,
1980,2266,Dragon Ball: XenoVerse,PS4,2015.0,Fighting,Namco Bandai Games,2015-02-01,Dimps Corporation,6.9,6.8,322.0,0.3,0.48,0.12,0.15,1.05,Dragon Ball ,
1981,2267,The Simpsons: Road Rage,XB,2001.0,Racing,Electronic Arts,2001-12-01,Fox Interactive,6.1,5.5,4.0,0.78,0.26,0.0,0.01,1.05,Les Simpson ,
1982,2268,Dave Mirra Freestyle BMX,PS,2000.0,Sports,Acclaim Entertainment,2000-09-01,"Z-Axis, Ltd.",8.2,7.0,2.0,0.91,0.11,0.0,0.03,1.05,Dave Mirra Freestyle BMX,Acclaim Entertainment
1983,2269,Imagine: Animal Doctor,DS,2007.0,Simulation,Ubisoft,2007-10-01,Virtual Toys,,7.4,,0.45,0.49,0.0,0.11,1.05,,
1984,2270,WWE SmackDown vs. Raw 2010,X360,2009.0,Fighting,THQ,2009-10-01,Yuke's,8.0,8.55,278.0,0.56,0.38,0.01,0.11,1.05,,
1985,2271,Forza Motorsport,XB,2005.0,Racing,Microsoft Game Studios,2005-05-01,Microsoft Game Studios,9.2,8.0,23.0,0.52,0.51,0.0,0.02,1.05,Forza Motorsport,
1986,2273,Sonic the Hedgehog,X360,2006.0,Platform,Sega,1991-06-01,Sega,4.6,,20.0,0.44,0.49,0.0,0.11,1.05,Sonic,
1987,2274,Sonic the Hedgehog,X360,2006.0,Platform,Sega,2006-11-01,Sega,4.6,6.3,178.0,0.44,0.49,0.0,0.11,1.05,Sonic,
1988,2275,MySims Agents,Wii,2009.0,Adventure,Electronic Arts,2009-09-01,Electronic Arts,7.8,8.65,59.0,0.62,0.32,0.0,0.1,1.05,Sim,
1989,2276,Monster Rancher 2,PS,1998.0,Simulation,Sony Computer Entertainment,,,,,,0.19,0.13,0.66,0.07,1.05,Monster Rancher ,
1990,2277,Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,2012-06-01,Koei,8.0,8.0,2.0,0.58,0.06,0.37,0.04,1.05,,
1991,2278,The Simpsons Game,X360,2007.0,Action,Electronic Arts,2007-10-01,Electronic Arts,7.1,6.7,55.0,0.54,0.4,0.0,0.11,1.05,Les Simpson ,Electronic Arts
1992,2279,Guinness World Records: The Videogame,Wii,2008.0,Action,Warner Bros. Interactive Entertainment,2008-11-01,TT Fusion,6.7,7.0,,0.46,0.47,0.0,0.11,1.04,,
1993,2280,MVP Baseball 2003,PS2,2003.0,Sports,Electronic Arts,2003-03-01,EA Sports,8.1,8.3,,0.51,0.4,0.0,0.13,1.04,MVP Baseball ,
1994,2281,Legacy of Kain: Soul Reaver,PS,,Action,Eidos Interactive,1999-08-01,Crystal Dynamics,9.1,8.4,99.0,0.58,0.4,0.0,0.07,1.04,Legacy of Kain ,
1995,2282,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007.0,Fighting,Atari,2007-11-01,Spike,7.2,,420.0,0.33,0.37,0.26,0.09,1.04,Dragon Ball,Atari
1996,2284,Disney Tangled,DS,2010.0,Action,Disney Interactive Studios,,Square Enix,8.0,7.0,45.0,0.58,0.37,0.0,0.09,1.04,Kingdom Hearts ,
1997,2285,Tales of Destiny,PS,1997.0,Role-Playing,Namco Bandai Games,,Namco,,8.0,1.0,0.09,0.06,0.83,0.07,1.04,Tales of ,
1998,2286,ATV: Quad Power Racing,PS,2000.0,Racing,Acclaim Entertainment,2000-08-01,Climax Group,4.2,4.0,1.0,0.58,0.39,0.0,0.07,1.04,ATV Quad Power Racing ,
1999,2287,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009.0,Adventure,Disney Interactive Studios,2009-10-01,Hyde,,,,0.57,0.35,0.02,0.1,1.04,,
2000,2288,Mega Man X4,PS,1996.0,Action,Virgin Interactive,,Capcom,,7.0,7.0,0.45,0.3,0.22,0.07,1.04,,
2001,2289,Naruto: Clash of Ninja 2,GC,2003.0,Fighting,Nintendo,2006-09-01,8ing/Raizing,7.4,6.4,5.0,0.44,0.12,0.45,0.03,1.04,Naruto ,D3 Publisher
2002,2290,Dance Dance Revolution SuperNOVA,PS2,2006.0,Simulation,Konami Digital Entertainment,2006-09-01,Konami,7.3,7.8,,0.87,0.03,0.0,0.14,1.04,Dancing Stage ,
2003,2291,Brink,X360,2011.0,Shooter,Bethesda Softworks,2011-05-01,Splash Damage,6.8,7.15,454.0,0.59,0.35,0.01,0.09,1.04,,
2004,2292,F-Zero: Maximum Velocity,GBA,2001.0,Racing,Nintendo,2001-06-01,Nd Cube,8.6,7.85,118.0,0.39,0.16,0.37,0.12,1.04,F-Zero ,
2005,2293,Bomberman 64,N64,1997.0,Puzzle,Hudson Soft,,Nintendo,,6.6,17.0,0.5,0.2,0.31,0.03,1.04,Bomberman ,Nintendo
2006,2294,Jeremy McGrath Supercross 98,PS,1998.0,Racing,Acclaim Entertainment,,ATOD,,,,0.91,0.1,0.0,0.03,1.04,,
2007,2295,LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action,Activision,2009-11-01,Traveller's Tales,7.1,6.2,13.0,0.62,0.33,0.0,0.09,1.04,,
2008,2296,Project CARS,PS4,2015.0,Racing,Slightly Mad Studios,2015-05-01,Slightly Mad Studios,8.3,7.15,129.0,0.17,0.69,0.02,0.15,1.04,Project CARS,
2009,2297,Need for Speed: Most Wanted,XB,2005.0,Racing,Electronic Arts,2005-11-01,EA Canada,8.3,6.5,94.0,0.53,0.46,0.0,0.05,1.04,Need For Speed ,
2010,2298,Kirby: Mass Attack,DS,2011.0,Platform,Nintendo,2011-09-01,HAL Labs,8.3,7.8,26.0,0.52,0.06,0.41,0.05,1.04,Kirby ,
2011,2299,LEGO Marvel Super Heroes,XOne,2013.0,Action,Warner Bros. Interactive Entertainment,2013-11-01,TT Games,,7.8,25.0,0.61,0.34,0.0,0.09,1.04,Marvel,
2012,2300,ZhuZhu Pets,DS,2010.0,Simulation,Activision,2010-03-01,Black Lantern Studios,,,,0.68,0.27,0.0,0.09,1.04,ZhuZhu Pets ,
2013,2301,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007.0,Shooter,Ubisoft,2007-08-01,Red Storm Entertainment,8.4,6.8,41.0,0.34,0.48,0.02,0.19,1.04,Ghost Recon,
2014,2302,MotorStorm: Arctic Edge,PSP,2009.0,Racing,Sony Computer Entertainment,2009-09-01,Bigbig Studios,7.9,8.5,177.0,0.16,0.58,0.0,0.3,1.04,MotorStorm,
2015,2304,WipEout Pure,PSP,2005.0,Racing,Sony Computer Entertainment,2005-03-01,Studio Liverpool,8.8,7.8,44.0,0.47,0.34,0.0,0.22,1.04,WipEout,
2016,2305,EA Sports UFC,PS4,2014.0,Sports,Electronic Arts,2014-06-01,EA Sports,7.0,7.15,131.0,0.46,0.4,0.01,0.17,1.04,Ultimate Fighting Championship,
2017,2307,MX vs. ATV Unleashed,PS2,2005.0,Racing,THQ,2005-04-01,Rainbow Studios,7.9,8.65,22.0,0.86,0.03,0.0,0.14,1.03,ATV Offroad Fury,
2018,2308,Sonic Unleashed,PS3,2008.0,Platform,Sega,2008-11-01,Sonic Team,5.4,7.35,167.0,0.56,0.33,0.01,0.14,1.03,Sonic ,
2019,2309,Tiger Woods PGA Tour 08,Wii,2007.0,Sports,Electronic Arts,2007-10-01,EA Salt Lake,7.2,6.7,5.0,0.94,0.02,0.0,0.08,1.03,Tiger Woods,Electronic Arts
2020,2310,Rayman Origins,PS3,2011.0,Platform,Ubisoft,2011-11-01,UBlart Montpellier,8.7,9.15,556.0,0.33,0.51,0.01,0.18,1.03,Rayman,
2021,2311,Epic Mickey 2: The Power of Two,Wii,2012.0,Action,Disney Interactive Studios,,Junction Point Studios,5.0,6.3,14.0,0.72,0.23,0.0,0.08,1.03,,
2022,2312,NCAA March Madness 2004,PS2,2003.0,Sports,Electronic Arts,2003-11-01,NuFX,8.2,8.8,,0.5,0.39,0.0,0.13,1.03,,
2023,2313,Donkey Kong Land III,GB,,Platform,Nintendo,,Rare,,6.7,6.0,0.68,0.31,0.0,0.04,1.03,Donkey Kong ,
2024,2314,Bomberman,NES,1985.0,Puzzle,Hudson Soft,,Hexa Drive,4.0,8.0,9.0,0.18,0.0,0.85,0.0,1.03,Bomberman,
2025,2316,The Simpsons Game,Wii,2007.0,Action,Electronic Arts,2007-10-01,Electronic Arts,6.4,6.7,55.0,0.45,0.47,0.0,0.11,1.03,Les Simpson ,Electronic Arts
2026,2317,Tomb Raider,PC,1996.0,Action,Eidos Interactive,2013-03-01,Crystal Dynamics,8.6,8.0,1196.0,0.96,0.07,0.0,0.0,1.03,Tomb Raider,
2027,2318,Tomb Raider,PC,1996.0,Action,Eidos Interactive,1996-10-01,Crystal Dynamics,8.6,,100.0,0.96,0.07,0.0,0.0,1.03,Tomb Raider,
2028,2319,Rock Band 2,Wii,2008.0,Misc,MTV Games,2009-03-01,Harmonix Music Systems,9.2,8.65,15.0,0.94,0.01,0.0,0.08,1.03,Rock Band ,Electronic Arts
2029,2320,Street Fighter Alpha 3,PS,1998.0,Fighting,Virgin Interactive,1999-04-01,Capcom,9.3,8.5,70.0,0.38,0.12,0.51,0.02,1.03,Street Fighter,Avalon Interactive (Virgin Interactive)
2030,2321,Bulletstorm,X360,2011.0,Shooter,Electronic Arts,2011-02-01,Epic Games,8.4,8.2,318.0,0.61,0.32,0.01,0.08,1.02,,
2031,2322,FIFA Soccer 08,Wii,2007.0,Sports,Electronic Arts,2007-10-01,EA Canada,6.5,6.7,43.0,0.32,0.59,0.01,0.11,1.02,FIFA EA Sports ,Electronic Arts
2032,2323,Naruto: Clash of Ninja Revolution,Wii,2007.0,Fighting,Tomy Corporation,2007-10-01,Eighting,7.4,6.8,4.0,0.45,0.46,0.0,0.11,1.02,Naruto ,D3 Publisher
2033,2324,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007.0,Shooter,Ubisoft,2007-03-01,Red Storm Entertainment,8.6,6.8,41.0,0.87,0.05,0.02,0.08,1.02,Ghost Recon,
2034,2325,ZombiU,WiiU,2012.0,Action,Ubisoft,2012-11-01,Ubisoft Montpellier,7.7,6.7,119.0,0.53,0.36,0.05,0.08,1.02,Zombi,
2035,2326,Shrek 2,GC,2004.0,Platform,Activision,2004-04-01,"Luxoflux, Inc.",7.0,5.0,2.0,0.73,0.26,0.01,0.03,1.02,Shrek ,
2036,2327,Petz: Catz 2,DS,2007.0,Simulation,Ubisoft,2007-11-01,Powerhead Games,,7.0,,0.51,0.4,0.0,0.11,1.02,Petz ,Ubisoft
2037,2328,Tales of Graces f,PS3,2010.0,Role-Playing,Namco Bandai Games,2012-03-01,Namco Bandai Games,7.7,7.4,98.0,0.28,0.21,0.45,0.08,1.02,Tales of ,
2038,2329,Final Fight 2,SNES,1993.0,Action,Capcom,,Capcom,,6.7,17.0,0.39,0.12,0.49,0.02,1.02,Final Fight ,
2039,2330,Wall-E,Wii,2008.0,Platform,THQ,2008-07-01,Asobo Studio,6.5,,10.0,0.51,0.4,0.0,0.11,1.02,Pixar ,
2040,2331,The Lost World: Jurassic Park,PS,1997.0,Action,Electronic Arts,,Appaloosa Interactive,,4.9,9.0,0.57,0.39,0.0,0.07,1.02,Jurassic Park ,
2041,2332,Ace Combat 6: Fires of Liberation,X360,2007.0,Simulation,Atari,2007-10-01,Project Aces ,8.0,7.3,22.0,0.69,0.04,0.22,0.06,1.02,Ace Combat,Atari
2042,2334,Madden NFL 07,XB,2006.0,Sports,Electronic Arts,2006-08-01,EA Tiburon,8.3,7.0,4.0,0.97,0.03,0.0,0.03,1.02,Madden NFL,
2043,2335,Disney Infinity 2.0: Marvel Super Heroes,PS3,2014.0,Action,Disney Interactive Studios,,,,,,0.44,0.4,0.0,0.17,1.02,,
2044,2336,Harry Potter and the Prisoner of Azkaban,PS2,2004.0,Action,Electronic Arts,2004-06-01,EA Games,7.0,6.5,20.0,0.5,0.39,0.0,0.13,1.02,Harry Potter ,
2045,2337,Pong: The Next Level,PS,1998.0,Puzzle,Hasbro Interactive,,Atari Corporation,,,,0.56,0.38,0.0,0.07,1.01,Pong ,Hasbro Interactive
2046,2338,Bayonetta 2,WiiU,2014.0,Action,Nintendo,2014-10-01,PlatinumGames,9.1,,104.0,0.34,0.28,0.1,0.3,1.01,Bayonetta,
2047,2339,Prince of Persia,X360,2008.0,Action,Ubisoft,2008-12-01,Ubisoft Montreal,8.1,7.35,418.0,0.54,0.35,0.02,0.1,1.01,Prince of Persia,
2048,2341,God of War: Ghost of Sparta,PSP,2010.0,Action,Sony Computer Entertainment,2010-11-01,Ready at Dawn,8.6,7.3,80.0,0.41,0.36,0.03,0.21,1.01,God of War,
2049,2343,Sonic Generations,3DS,2011.0,Platform,Sega,2011-11-01,Sega,6.6,7.35,119.0,0.44,0.46,0.01,0.09,1.01,Sonic,
2050,2344,Ninja Gaiden II,X360,2008.0,Action,Tecmo Koei,2008-06-01,Team Ninja,8.1,8.35,235.0,0.65,0.22,0.05,0.1,1.01,Ninja Gaiden,
2051,2345,NBA Jam Tournament Edition,SNES,1995.0,Sports,Acclaim Entertainment,,Midway Games,8.0,9.15,7.0,0.87,0.12,0.0,0.02,1.01,NBA Jam ,
2052,2346,Championship Manager 3,PC,2003.0,Sports,Eidos Interactive,,Jadestone,,,,0.0,0.93,0.0,0.08,1.01,"""L'Entraǩneur """,
2053,2347,Guitar Hero: Warriors of Rock,Wii,2010.0,Misc,Activision,2010-09-01,Vicarious Visions,7.7,8.5,65.0,0.48,0.44,0.0,0.09,1.01,Guitar Hero,
2054,2349,Oshare Majo Love and Berry: DS Collection,DS,2006.0,Misc,Sega,,Sega,,,,0.0,0.0,1.01,0.0,1.01,,
2055,2350,Monster Rancher,PS,1997.0,Simulation,Tecmo Koei,1997-11-01,Tecmo,8.6,8.6,,0.12,0.08,0.74,0.07,1.01,Monster Rancher ,
2056,2351,The LEGO Movie Videogame,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,2014-02-01,TT Games,8.0,6.1,20.0,0.33,0.48,0.02,0.18,1.01,,
2057,2352,DiRT 2,PS3,2009.0,Racing,Codemasters,2009-09-01,Codemasters,8.7,7.7,76.0,0.27,0.53,0.0,0.2,1.01,,
2058,2353,Rayman Legends,PS4,2014.0,Platform,Ubisoft,2013-08-01,Ubisoft Montpellier,9.0,,102.0,0.21,0.61,0.0,0.18,1.01,Rayman,
2059,2354,NERF N-Strike Elite,Wii,2009.0,Shooter,Electronic Arts,2009-10-01,EA Salt Lake,6.7,4.5,,0.93,0.0,0.0,0.07,1.0,Nerf ,
2060,2355,Ford Racing 2,PS2,2003.0,Racing,Empire Interactive,2003-10-01,Razorworks Studios,5.1,7.35,11.0,0.49,0.38,0.0,0.13,1.0,Ford Racing,
2061,2356,Breath of Fire III,PS,1997.0,Role-Playing,Capcom,,Capcom,5.0,7.4,50.0,0.29,0.19,0.46,0.07,1.0,Breath of Fire,
2062,2357,PES 2009: Pro Evolution Soccer,X360,2008.0,Sports,Konami Digital Entertainment,,,6.0,6.2,44.0,0.13,0.76,0.03,0.09,1.0,eFootball (Pro Evolution Soccer) ,
2063,2358,Dead or Alive 2,PS2,2000.0,Fighting,Tecmo Koei,2000-07-01,Tecmo,9.5,,120.0,0.3,0.24,0.38,0.08,1.0,Dead or Alive,Acclaim Entertainment
2064,2359,1942,NES,1985.0,Shooter,Capcom,,Capcom,,6.5,12.0,0.65,0.14,0.21,0.0,1.0,194x ,
2065,2360,Excitebike 64,N64,2000.0,Racing,Nintendo,2000-04-01,Left Field Productions,8.8,7.6,5.0,0.65,0.15,0.19,0.01,1.0,Excite,
2066,2361,NES Open Tournament Golf,NES,1991.0,Sports,Nintendo,,Nintendo,,4.7,7.0,0.41,0.1,0.47,0.02,1.0,,
2067,2362,Game & Watch Gallery,GB,1997.0,Misc,Nintendo,,Nintendo,7.5,8.1,6.0,0.63,0.25,0.09,0.03,1.0,Game & Watch ,
2068,2363,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004.0,Misc,Sammy Corporation,,,,2.0,1.0,0.0,0.0,1.0,0.0,1.0,,
2069,2364,SoulCalibur II,XB,2003.0,Fighting,Namco Bandai Games,2003-08-01,Namco,9.2,8.2,243.0,0.78,0.18,0.03,0.0,1.0,SoulCalibur,Electronic Arts
2070,2365,Haze,PS3,2008.0,Shooter,Ubisoft,2008-05-01,Free Radical Design,5.5,6.0,135.0,0.49,0.33,0.02,0.15,1.0,,
2071,2366,UFC Undisputed 3,X360,2012.0,Action,THQ,2012-02-01,Yuke's,8.5,8.4,84.0,0.72,0.21,0.0,0.07,1.0,Ultimate Fighting Championship,
2072,2367,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006.0,Sports,Konami Digital Entertainment,,Konami,,6.0,1.0,0.08,0.9,0.02,0.0,1.0,eFootball (Pro Evolution Soccer) ,
2073,2368,Road & Track Presents: The Need for Speed,PS,1995.0,Racing,Electronic Arts,,Ghost Games,4.0,5.5,4.0,0.56,0.38,0.0,0.07,1.0,Need For Speed ,
