,Unnamed: 0,Name,Platform,Year,Genre,Publisher,DateSortie,Studio,Score,Rate,Review,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,GK_licence,GK_distributeur
15420,16653,Fist of the North Star: Ken's Rage 2,WiiU,2013.0,Fighting,Tecmo Koei,2013-02-01,Koei,4.0,5.9,5.0,0.0,0.0,0.02,0.0,0.02,,
15421,16655,Maximum Racing: Crash Car Racer,Wii,2010.0,Racing,Nordic Games,2011-03-01,Nordic Games Publishing,,,,0.01,0.01,0.0,0.0,0.02,,
15422,16656,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,2006.0,Action,Atari,,Webfoot Technologies,,,,0.01,0.01,0.0,0.0,0.02,Dragon Ball ,
15423,16657,Deus Ex: Mankind Divided,PC,2016.0,Role-Playing,Square Enix,2016-08-01,Eidos Montreal,8.3,,50.0,0.0,0.02,0.0,0.0,0.02,Deus Ex,
15424,16659,Guitar Freaks V2 & DrumMania V2,PS2,2006.0,Simulation,Konami Digital Entertainment,,,,,,0.0,0.0,0.02,0.0,0.02,,
15425,16660,Backyard Baseball '09,PS2,2008.0,Sports,Atari,2008-06-01,Humongous Entertainment,,,,0.01,0.01,0.0,0.0,0.02,Backyard Sports ,
15426,16661,Puzzle City,DS,2009.0,Puzzle,Destineer,2008-06-01,Destineer,,,,0.02,0.0,0.0,0.0,0.02,,
15427,16662,Gakuen K: Wonderful School Days,PSP,2014.0,Adventure,Idea Factory,,,,,,0.0,0.0,0.02,0.0,0.02,,
15428,16663,Worms,X360,2007.0,Strategy,Microsoft Game Studios,2007-03-01,Team17,7.5,7.1,12.0,0.0,0.02,0.0,0.0,0.02,Worms ,
15429,16664,RollerCoaster Tycoon World,PC,2016.0,Simulation,Atari,2016-11-01,Nvizzio Creations,4.3,2.1,,0.0,0.02,0.0,0.0,0.02,,Bandai Namco Games
15430,16665,Pastel Chime Continue,PSP,2010.0,Adventure,5pb,,,,,,0.0,0.0,0.02,0.0,0.02,,
15431,16666,Trapped Dead,PC,2011.0,Strategy,Iceberg Interactive,2011-02-01,Headup Games,5.0,,,0.0,0.02,0.0,0.0,0.02,,
15432,16667,Super Fruit Fall,Wii,2006.0,Puzzle,System 3 Arcade Software,2006-12-01,,4.0,6.25,2.0,0.01,0.0,0.0,0.0,0.02,,
15433,16668,Zwei!!,PSP,2008.0,Role-Playing,Falcom Corporation,,Falcom,,,,0.0,0.0,0.02,0.0,0.02,Zwei ,
15434,16669,Pump It Up: Exceed,XB,2005.0,Misc,Mastiff,2005-08-01,Andamiro U.S.A. Corp.,7.4,7.5,,0.01,0.0,0.0,0.0,0.02,,
15435,16670,Ro-Kyu-Bu! Lost Secret,PSP,2013.0,Adventure,Kadokawa Shoten,,,,,,0.0,0.0,0.02,0.0,0.02,Rokyubu ,
15436,16671,CV Casting Voice,PS3,2014.0,Adventure,Namco Bandai Games,,Crafts & Meister,,,,0.0,0.0,0.02,0.0,0.02,,
15437,16672,Littlest Pet Shop,PC,2008.0,Simulation,Electronic Arts,2008-10-01,Full Fat,,7.0,1.0,0.0,0.02,0.0,0.0,0.02,Littlest Pet Shop,
15438,16673,Net High,PSV,2015.0,Adventure,Marvelous Games,,,,,,0.0,0.0,0.02,0.0,0.02,,
15439,16674,Malice,PS2,2004.0,Platform,Evolved Games,2004-05-01,Argonaut Games,5.1,8.45,7.0,0.01,0.01,0.0,0.0,0.02,,
15440,16675,Defendin' De Penguin,DS,2008.0,Strategy,Zushi Games,2008-09-01,Crave,,,,0.02,0.0,0.0,0.0,0.02,,
15441,16676,The Sims 2: Family Fun Stuff,PC,2006.0,Simulation,Electronic Arts,2006-04-01,Maxis,,4.5,,0.0,0.01,0.0,0.0,0.02,,
15442,16677,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008.0,Role-Playing,Sega,,Sega,,,,0.0,0.0,0.02,0.0,0.02,,
15443,16678,Worldwide Soccer Manager 2007,PC,2006.0,Sports,Sega,,Sports Interactive,5.0,7.7,6.0,0.0,0.02,0.0,0.0,0.02,Football Manager ,Sega
15444,16679,Heroes of the Pacific,PC,2005.0,Simulation,Codemasters,2005-09-01,IR Gurus,7.6,8.4,17.0,0.0,0.02,0.0,0.0,0.02,Heroes Flight Combat,
15445,16680,Kokoro Connect: Yochi Random,PSP,2012.0,Action,Namco Bandai Games,,,,,,0.0,0.0,0.02,0.0,0.02,,
15446,16681,Tenkai Knights: Brave Battle,3DS,2014.0,Action,Namco Bandai Games,2014-10-01,Bandai Namco Games,2.6,2.9,,0.01,0.01,0.0,0.0,0.02,,
15447,16682,Mount & Blade: Warband,PC,2010.0,Role-Playing,Paradox Interactive,2010-03-01,Taleworlds Entertainment,7.8,8.9,166.0,0.01,0.01,0.0,0.0,0.02,Mount & Blade ,
15448,16683,Horrid Henry: Missions of Mischief,Wii,2010.0,Adventure,SouthPeak Games,,Asylum Entertainment,,,,0.0,0.02,0.0,0.0,0.02,Horrid Henry ,
15449,16684,Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012.0,Puzzle,Focus Multimedia,2011-10-01,ERS Game Studios,,,,0.0,0.02,0.0,0.0,0.02,,
15450,16685,Painkiller: Hell & Damnation,X360,2013.0,Shooter,Nordic Games,2013-11-01,The Farm 51,5.3,5.5,4.0,0.0,0.01,0.0,0.0,0.02,,
15451,16686,Resident Evil Zero,PC,2016.0,Action,Capcom,,Capcom,5.5,7.1,180.0,0.01,0.01,0.0,0.0,0.02,Resident Evil,
15452,16687,Warship Gunner 2 Portable,PSP,2009.0,Simulation,Tecmo Koei,,Koei,,9.0,1.0,0.0,0.0,0.02,0.0,0.02,Naval Ops ,
15453,16688,Nervous Brickdown,DS,2007.0,Puzzle,Eidos Interactive,2007-06-01,Arkedo Studio,7.0,6.7,16.0,0.0,0.01,0.0,0.0,0.02,,
15454,16689,Downtown Nekketsu Jidaigek,3DS,2015.0,Action,Arc System Works,,,,,,0.0,0.0,0.02,0.0,0.02,Kunio-kun ,
15455,16690,Mini Ninjas,PC,2009.0,Action,Eidos Interactive,2009-10-01,Io Interactive,7.4,8.2,34.0,0.0,0.02,0.0,0.0,0.02,,
15456,16691,Legend of Kay Anniversary,PS4,2015.0,Action,Nordic Games,2015-07-01,Neon Studios,6.2,7.0,3.0,0.0,0.02,0.0,0.0,0.02,,Bigben Interactive
15457,16692,NHL 09,PC,2008.0,Sports,Electronic Arts,2008-09-01,EA Canada,6.2,4.55,16.0,0.0,0.02,0.0,0.0,0.02,NHL EA Sports,
15458,16693,Spanish for Everyone!,DS,2007.0,Puzzle,Activision,2007-10-01,Humagade,,,,0.02,0.0,0.0,0.0,0.02,,
15459,16694,Battle Princess of Arcadias,PS3,2013.0,Role-Playing,Nippon Ichi Software,2014-06-01,ApolloSoft,6.9,6.5,2.0,0.0,0.0,0.02,0.0,0.02,,
15460,16695,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015.0,Strategy,Tecmo Koei,,Koei,,,,0.0,0.0,0.02,0.0,0.02,"""Nobunaga's Ambition """,
15461,16696,Germany's Next Topmodel 2011,Wii,2011.0,Simulation,7G//AMES,,,,,,0.0,0.02,0.0,0.0,0.02,,
15462,16697,Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006.0,Action,Namco Bandai Games,,,,,,0.0,0.0,0.02,0.0,0.02,,
15463,16698,Angelique Retour,PSV,2015.0,Action,Tecmo Koei,,,,,,0.0,0.0,0.02,0.0,0.02,Angelique ,
15464,16699,Winx Club: Saving Alfea,DS,2014.0,Action,Namco Bandai Games,2014-11-01,1st Playable Productions,,,,0.02,0.0,0.0,0.0,0.02,,
15465,16700,UFO: Trilogy,PC,2007.0,Strategy,Unknown,,Altar Games,,5.0,1.0,0.0,0.02,0.0,0.0,0.02,UFO ,Nobilis
15466,16701,Mount & Blade Collection,PC,2012.0,Role-Playing,Paradox Interactive,2012-03-01,Taleworlds Entertainment,,7.9,,0.0,0.02,0.0,0.0,0.02,Mount & Blade ,Focus Entertainment
15467,16702,Car Battler Joe,GBA,2001.0,Role-Playing,Victor Interactive,2002-10-01,Ancient,7.7,,,0.01,0.01,0.0,0.0,0.02,,
15468,16703,Vietcong,PC,2003.0,Shooter,Gathering of Developers,,,7.0,7.7,3.0,0.0,0.02,0.0,0.0,0.02,Vietcong,
15469,16704,StormLover Karen!!,PSP,2011.0,Adventure,D3Publisher,,,,,,0.0,0.0,0.02,0.0,0.02,,
15470,16705,Digimon Rumble Arena 2,XB,2004.0,Fighting,Atari,2004-09-01,Black Ship Games,6.5,5.3,3.0,0.01,0.0,0.0,0.0,0.02,Digimon ,
15471,16706,Steins;Gate: Hiyoku Renri no Darling,PS3,2012.0,Adventure,5pb,,Nitroplus,,7.0,1.0,0.0,0.0,0.02,0.0,0.02,Steins ; Gate ,
15472,16707,Ten Pin Alley 2,Wii,2008.0,Sports,XS Games,2008-10-01,Other Ocean Interactive,3.0,,,0.02,0.0,0.0,0.0,0.02,Ten Pin Alley ,
15473,16708,Coded Soul: Uke Keigareshi Idea,PSP,2008.0,Role-Playing,Sony Computer Entertainment,,,,,,0.0,0.0,0.02,0.0,0.02,,
15474,16709,Starship Troopers,PC,2005.0,Shooter,Empire Interactive,2005-11-01,Strangelite,4.6,6.45,55.0,0.0,0.02,0.0,0.0,0.02,Starship Troopers,
15475,16710,AIR,PSP,2007.0,Adventure,Prototype,,Nec Interchannel,,,,0.0,0.0,0.02,0.0,0.02,,
15476,16711,Crysis: Warhead,PC,2008.0,Shooter,Electronic Arts,2008-09-01,Crytek,8.4,7.1,80.0,0.0,0.02,0.0,0.0,0.02,Crysis ,
15477,16712,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010.0,Adventure,Alchemist,,,,,,0.0,0.0,0.02,0.0,0.02,,
15478,16713,Dino Dini's Kick Off Revival,PS4,2016.0,Sports,Avanquest,2016-06-01,The Digital Lounge,3.1,5.0,7.0,0.0,0.02,0.0,0.0,0.02,,
15479,16714,Garfield Gets Real,DS,2009.0,Action,Zushi Games,2009-07-01,PAWS,3.9,7.2,,0.0,0.02,0.0,0.0,0.02,Garfield ,
15480,16715,Mighty No. 9,WiiU,2016.0,Platform,Deep Silver,2016-06-01,Inti Creates,4.8,4.5,6.0,0.01,0.01,0.0,0.0,0.02,Mighty No. 9,
15481,16716,Atlantic Quest,PC,2011.0,Puzzle,Avanquest,2011-03-01,Oberon Media,,,,0.0,0.02,0.0,0.0,0.02,Jewel Link ,
15482,16717,Tycoon City: New York,PC,2006.0,Strategy,Atari,2006-02-01,Deep Red,6.7,,,0.0,0.02,0.0,0.0,0.02,,
15483,16719,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015.0,Action,Namco Bandai Games,,,,,,0.0,0.0,0.02,0.0,0.02,The Idolmaster ,
15484,16720,Agatha Christie: The ABC Murders,PC,2016.0,Adventure,Microids,2016-02-01,Artefacts Studio,6.0,6.5,4.0,0.0,0.02,0.0,0.0,0.02,,
15485,16721,Virtua Pro Football,PS2,2006.0,Sports,Sega,,,4.0,5.0,1.0,0.0,0.0,0.02,0.0,0.02,,
15486,16722,Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015.0,Action,Compile Heart,,Compile Heart,,,,0.0,0.0,0.02,0.0,0.02,Idea Factory,
15487,16723,Adidas Power Soccer 98,PS,1998.0,Sports,Psygnosis,,Shen,,6.0,1.0,0.01,0.01,0.0,0.0,0.02,Adidas Power Soccer ,
15488,16724,Natsuiro High School: Seishun Hakusho,PS4,2015.0,Action,D3Publisher,,,,,,0.0,0.0,0.02,0.0,0.02,,
15489,16725,Black Rose Valkyrie,PS4,2016.0,Role-Playing,Idea Factory,,,,,,0.0,0.0,0.02,0.0,0.02,,
15490,16726,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,,Racing,Unknown,,Konami,,,,0.0,0.0,0.02,0.0,0.02,Yu Gi Oh! ,
15491,16727,Heroes VS,PSP,2013.0,Fighting,Namco Bandai Games,,,,,,0.0,0.0,0.02,0.0,0.02,Kamen Rider ,
15492,16728,Kazoku Keikaku,PSP,2010.0,Adventure,CyberFront,,,,,,0.0,0.0,0.02,0.0,0.02,,
15493,16729,Sotsugyou II: Neo Generation Special,3DO,1995.0,Simulation,Imageworks,,,,,,0.0,0.0,0.02,0.0,0.02,Sotsugy�� ,
15494,16730,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,2009.0,Shooter,Activision,,Beenox Studio,5.0,4.5,2.0,0.02,0.0,0.0,0.0,0.02,TransFormers ,
15495,16731,Agatha Christie's The ABC Murders,PS4,2016.0,Adventure,Microids,,Artefacts Studio,,5.9,7.0,0.01,0.01,0.0,0.0,0.02,,
15496,16732,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011.0,Action,Ubisoft,2011-09-01,Ubisoft,6.7,7.4,13.0,0.02,0.0,0.0,0.0,0.02,,
15497,16733,Aoishiro,PS2,2008.0,Adventure,Success,,,,,,0.0,0.0,0.02,0.0,0.02,Akai Ito ,
15498,16734,Rainbow Islands Revolution,DS,2005.0,Platform,Rising Star Games,2006-10-01,Marvelous Entertainment,5.4,,,0.01,0.0,0.0,0.0,0.02,Bubble Bobble,
15499,16735,"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008.0,Strategy,THQ,2008-03-01,Iron Lore Entertainment,7.3,8.0,54.0,0.0,0.02,0.0,0.0,0.02,,
15500,16736,Virtual Kasparov,GBA,2002.0,Strategy,Titus,2002-03-01,Titus Software,7.0,8.0,7.0,0.01,0.01,0.0,0.0,0.02,,Avalon Interactive (Virgin Interactive)
15501,16737,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005.0,Platform,Global Star,2005-10-01,High Voltage Software,5.7,,,0.01,0.0,0.0,0.0,0.02,,
15502,16738,Dynasty Warriors 8: Empires,PSV,2015.0,Action,Tecmo Koei,2015-02-01,Omega Force,7.0,9.5,1.0,0.0,0.0,0.02,0.0,0.02,Dynasty Warriors ,KOCH Media France
15503,16739,Mary King's Riding School,DS,2008.0,Simulation,Ghostlight,,,,,,0.0,0.02,0.0,0.0,0.02,"""Mary King's Riding School """,Digital Bros.
15504,16740,Devil Survivor: Over Clock,3DS,2015.0,Strategy,Atlus,,,6.0,7.3,25.0,0.0,0.0,0.02,0.0,0.02,,
15505,16741,PC Engine Best Collection: Tengai Makyou Collection,PSP,2008.0,Role-Playing,Hudson Soft,,,5.0,,,0.0,0.0,0.02,0.0,0.02,,
15506,16742,Commandos 3: Destination Berlin,PC,2003.0,Strategy,Eidos Interactive,2003-10-01,Pyro Studios,7.2,6.2,11.0,0.0,0.02,0.0,0.0,0.02,Commandos,
15507,16744,Otoko Yukaku,PSV,2015.0,Action,D3Publisher,,,,,,0.0,0.0,0.02,0.0,0.02,,
15508,16745,Speed Kings,GC,2003.0,Racing,Acclaim Entertainment,2003-05-01,Climax Group,5.9,,,0.01,0.0,0.0,0.0,0.02,,
15509,16746,Spirits and Demons: 5 Game Pack,PC,2015.0,Misc,Focus Multimedia,,,,,,0.0,0.02,0.0,0.0,0.02,,
15510,16747,Rose to Tasogare no Kojou,PSV,2016.0,Action,Nippon Ichi Software,,,,,,0.0,0.0,0.02,0.0,0.02,,
15511,16748,Army Rescue,Wii,2009.0,Shooter,UFO Interactive,2009-10-01,UFO Interactive,,,,0.02,0.0,0.0,0.0,0.02,,
15512,16749,Azada,3DS,2012.0,Puzzle,Licensed 4U,2009-05-01,Engine Software,,6.0,5.0,0.0,0.02,0.0,0.0,0.02,,
15513,16750,ESPN MLS ExtraTime 2002,XB,2002.0,Sports,Konami Digital Entertainment,2002-03-01,KCEA,6.8,,,0.01,0.0,0.0,0.0,0.02,ESPN ,
15514,16751,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010.0,Misc,Karin Entertainment,,,,,,0.0,0.0,0.02,0.0,0.02,,
15515,16752,Dreamer Series: Horse Trainer,DS,2008.0,Simulation,DreamCatcher Interactive,2009-03-01,h.a.n.d.,,5.0,1.0,0.02,0.0,0.0,0.0,0.02,Family Trainer ,
15516,16753,Hogs of War,PS,2000.0,Strategy,Infogrames,2000-09-01,Infogrames Sheffield,6.2,7.1,8.0,0.01,0.01,0.0,0.0,0.02,,
15517,16754,Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007.0,Fighting,Marvelous Interactive,,,,,,0.0,0.0,0.02,0.0,0.02,Hitman Reborn ! ,
15518,16755,Muchi Muchi Pork & Pink Sweets,X360,2011.0,Shooter,Cave,,Cave,,7.4,10.0,0.0,0.0,0.02,0.0,0.02,,
15519,16756,Point Blank 3,PS,2000.0,Shooter,Namco Bandai Games,2001-05-01,Tose Software,7.8,10.0,1.0,0.01,0.01,0.0,0.0,0.02,Point Blank,
15520,16757,Meiji Toukyou Renka,PSP,2013.0,Adventure,Broccoli,,,,,,0.0,0.0,0.02,0.0,0.02,Meiji Tokyo Renka ,
15521,16758,Sengoku Basara: Sanada Yukimura-Den,PS3,2016.0,Action,Capcom,,,,7.0,1.0,0.0,0.0,0.02,0.0,0.02,Sengoku Basara ,
15522,16759,Hakuoki: Shinkai - Hana no Shou,PSV,2016.0,Adventure,Idea Factory,,,,,,0.0,0.0,0.02,0.0,0.02,Hakuoki ,
15523,16760,Mushihimesama,X360,2012.0,Action,Cave,,Cave,,7.9,17.0,0.0,0.0,0.02,0.0,0.02,Mushihime-sama ,
15524,16761,Uru: Ages Beyond Myst,PC,2003.0,Adventure,Ubisoft,2003-11-01,Cyan Worlds,7.9,7.0,6.0,0.0,0.02,0.0,0.0,0.02,Myst ,
15525,16762,Higurashi no Naku Koro ni: Jan,PSP,2009.0,Misc,AQ Interactive,,Alchemist,,,,0.0,0.0,0.02,0.0,0.02,When they Cry ,
15526,16763,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012.0,Action,Idea Factory,,,,,,0.0,0.0,0.02,0.0,0.02,Hiiro no Kakera ,
15527,16764,Elvandia Story,PS2,2007.0,Role-Playing,Spike,,,,,,0.0,0.0,0.02,0.0,0.02,,
15528,16765,Triggerheart Excelica Enhanced,PS2,2009.0,Shooter,Alchemist,,Warashi,,7.0,11.0,0.0,0.0,0.02,0.0,0.02,,
15529,16766,Puzzle Star Sweep,PS,1997.0,Puzzle,Midas Interactive Entertainment,,,,,,0.01,0.01,0.0,0.0,0.02,,
15530,16767,Battle Spirits: Kiseki no Hasha,PSP,2009.0,Role-Playing,Namco Bandai Games,,,,,,0.0,0.0,0.02,0.0,0.02,Battle Spirits ,
15531,16768,X-Plane 10 Global,PC,2013.0,Simulation,Aerosoft,,,,,,0.0,0.02,0.0,0.0,0.02,,
15532,16769,Chrysler Classic Racing,DS,2008.0,Racing,Zoo Games,2008-11-01,Extra Mile Studios,,,,0.02,0.0,0.0,0.0,0.02,,
15533,16770,The Conveni 4,PS2,2006.0,Simulation,Hamster Corporation,,,,,,0.0,0.0,0.02,0.0,0.02,The Conveni ,
15534,16771,The Cheetah Girls,GBA,2006.0,Misc,Disney Interactive Studios,2006-09-01,Gorilla Systems,,,,0.01,0.0,0.0,0.0,0.02,The Cheetah Girls ,
15535,16772,Charlie's Angels,GC,2003.0,Action,Ubisoft,2003-07-01,Neko Entertainment,2.3,2.0,2.0,0.01,0.0,0.0,0.0,0.02,,
15536,16773,WRC 2: FIA World Rally Championship,PC,2011.0,Racing,Ubisoft,,Milestone,,6.0,1.0,0.0,0.01,0.0,0.0,0.02,WRC,Warner Bros. Interactive Entertainment
15537,16774,uDraw Studio: Instant Artist,X360,2011.0,Misc,THQ,2011-11-01,THQ,5.4,3.2,6.0,0.01,0.01,0.0,0.0,0.02,uDraw Studio ,
15538,16775,Seitokai no Ichizon: DS-suru Seitokai,DS,2010.0,Adventure,Kadokawa Shoten,,,,,,0.0,0.0,0.02,0.0,0.02,Seitokai no Ichizon ,
15539,16776,Teenage Mutant Ninja Turtles Double Pack,GBA,2006.0,Action,Konami Digital Entertainment,,,,,,0.01,0.0,0.0,0.0,0.02,Les Tortues Ninja ,Konami
15540,16777,Prism Ark: Awake,PS2,2008.0,Adventure,5pb,,,,,,0.0,0.0,0.02,0.0,0.02,,
15541,16778,Rozen Maiden: Duellwalzer,PS2,2006.0,Adventure,Taito,,,,,,0.0,0.0,0.02,0.0,0.02,Rozen Maiden ,
15542,16779,Rugby 06,XB,2006.0,Sports,Electronic Arts,2006-02-01,,7.6,6.5,2.0,0.01,0.0,0.0,0.0,0.02,Rugby EA Sports,
15543,16780,Marvel Avengers: Battle for Earth,X360,2012.0,Action,Ubisoft,2012-11-01,Ubisoft Quebec,6.2,7.65,4.0,0.02,0.0,0.0,0.0,0.02,Marvel,
15544,16782,Winter Blast: 9 Snow & Ice Games,Wii,2010.0,Sports,Destineer,2010-02-01,Destineer,,,,0.02,0.0,0.0,0.0,0.02,,
15545,16783,Natsuiro High School: Seishun Hakusho,PS3,2015.0,Action,D3Publisher,,,,,,0.0,0.0,0.02,0.0,0.02,,
15546,16784,Kamen Rider: Battride War II,WiiU,2014.0,Action,Namco Bandai Games,,,,6.0,1.0,0.0,0.0,0.02,0.0,0.02,Kamen Rider ,
15547,16785,Shrek / Shark Tale Game Boy Advance Video,GBA,2006.0,Misc,Hasbro Interactive,,Edge of Reality,,2.0,1.0,0.01,0.0,0.0,0.0,0.02,,
15548,16786,Urban Chaos: Riot Response,XB,2006.0,Shooter,Eidos Interactive,2006-06-01,Rocksteady Studios,7.2,6.6,5.0,0.01,0.0,0.0,0.0,0.02,Urban Chaos ,
15549,16787,Ginga Fukei Densetsu: Sapphire,TG16,1995.0,Shooter,Hudson Soft,,Hudson Soft,,8.0,2.0,0.0,0.0,0.02,0.0,0.02,,
15550,16788,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007.0,Action,Marvelous Interactive,,,,,,0.0,0.0,0.02,0.0,0.02,,
15551,16789,The Mummy,GBA,2002.0,Action,Ubisoft,2002-11-01,Ubisoft Milan,7.2,6.7,6.0,0.01,0.0,0.0,0.0,0.02,,
15552,16790,Guitar Freaks V3 & DrumMania V3,PS2,2007.0,Simulation,Konami Digital Entertainment,,,,,,0.0,0.0,0.02,0.0,0.02,,
15553,16791,The Talos Principle,PS4,2015.0,Puzzle,Devolver Digital,2014-12-01,,8.5,7.85,6.0,0.0,0.02,0.0,0.0,0.02,,
15554,16792,The Crow: City of Angels,PS,1997.0,Action,Acclaim Entertainment,,Gray Matter Interactive Studios,,,,0.01,0.01,0.0,0.0,0.02,,
15555,16793,Legendary,PC,2008.0,Shooter,Atari,2008-11-01,Spark Unlimited,5.0,6.05,28.0,0.0,0.01,0.0,0.0,0.02,,Atari
15556,16794,Snow Portable,PSP,2007.0,Adventure,Prototype,,Mebius,,,,0.0,0.0,0.02,0.0,0.02,,
15557,16795,Poyo Poyo Kansatsu Nikki,3DS,2012.0,Action,IE Institute,,,,,,0.0,0.0,0.02,0.0,0.02,,
15558,16796,Jinsei Game DS,DS,2006.0,Misc,Atlus,,,5.0,,,0.0,0.0,0.02,0.0,0.02,,
15559,16797,Guitar Freaks & DrumMania: Masterpiece Gold,PS2,2007.0,Simulation,Konami Digital Entertainment,,Konami,,,,0.0,0.0,0.02,0.0,0.02,,
15560,16798,Broken Sword: The Sleeping Dragon,XB,2003.0,Adventure,THQ,2003-12-01,Revolution Software,7.7,8.4,,0.01,0.0,0.0,0.0,0.02,,
15561,16799,Reversal Challenge,DS,2009.0,Misc,Tommo,2009-08-01,UFO Interactive,,,,0.02,0.0,0.0,0.0,0.02,,
15562,16800,Wild West Shootout,Wii,2010.0,Shooter,Unknown,2010-09-01,Funbox Media,,,,0.01,0.01,0.0,0.0,0.02,,
15563,16801,Miyako,PSP,2010.0,Adventure,Idea Factory,,,,,,0.0,0.0,0.02,0.0,0.02,,
15564,16802,Motto NUGA-CEL!,PSP,2010.0,Adventure,Idea Factory,,,,,,0.0,0.0,0.02,0.0,0.02,Nuga-Cel ,
15565,16803,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,2007.0,Strategy,Konami Digital Entertainment,,,5.0,,,0.0,0.0,0.02,0.0,0.02,,
15566,16804,11eyes: CrossOver,PSP,2010.0,Adventure,5pb,,,,,,0.0,0.0,0.02,0.0,0.02,,
15567,16805,Super Dodge Ball,NG,1995.0,Sports,Technos Japan Corporation,,Atlus,4.0,7.0,3.0,0.0,0.0,0.02,0.0,0.02,,
15568,16806,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015.0,Adventure,dramatic create,,,,,,0.0,0.0,0.02,0.0,0.02,,
15569,16807,Gon: BakuBakuBakuBaku Adventure,3DS,2012.0,Action,Namco Bandai Games,,,,,,0.0,0.0,0.02,0.0,0.02,,
15570,16808,Style Book: Junior City,DS,2006.0,Misc,Namco Bandai Games,,,,,,0.0,0.0,0.02,0.0,0.02,Style Book ,
15571,16809,Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015.0,Adventure,Prototype,,,,,,0.0,0.0,0.02,0.0,0.02,,
15572,16810,Garfield's Nightmare,DS,2007.0,Platform,Game Factory,2007-09-01,Shin'en,7.0,8.4,,0.01,0.0,0.0,0.0,0.02,Garfield ,
15573,16811,Earth Seeker,Wii,2011.0,Role-Playing,Kadokawa Shoten,,Crafts & Meister,,,,0.0,0.0,0.02,0.0,0.02,,
15574,16812,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015.0,Action,Arc System Works,,,,,,0.0,0.0,0.02,0.0,0.02,Kunio-kun ,
15575,16813,Lovely x Cation 1 & 2,PSV,2015.0,Action,5pb,,,,,,0.0,0.0,0.02,0.0,0.02,,
15576,16814,Barbie as the Princess and the Pauper,GBA,2004.0,Adventure,Vivendi Games,2004-09-01,WayForward,,6.0,,0.01,0.0,0.0,0.0,0.02,,
15577,16815,Blood Bowl: Legendary Edition,PC,2010.0,Sports,Focus Home Interactive,2010-10-01,Cyanide,7.3,6.9,12.0,0.0,0.01,0.0,0.0,0.02,Blood Bowl ,
15578,16816,Tantei Opera: Milky Holmes,PSP,2010.0,Adventure,Unknown,,Artdink Corporation,,,,0.0,0.0,0.02,0.0,0.02,Milky Holmes ,
15579,16817,Pirates of the Burning Sea,PC,2008.0,Role-Playing,Koch Media,2008-01-01,Flying Lab Software,7.6,7.0,1.0,0.0,0.01,0.0,0.0,0.02,,
15580,16818,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016.0,Misc,Namco Bandai Games,,,,,,0.0,0.0,0.02,0.0,0.02,The Idolmaster ,
15581,16819,Mary King's Riding School 2,Wii,2009.0,Simulation,Midas Interactive Entertainment,,,,,,0.0,0.02,0.0,0.0,0.02,"""Mary King's Riding School """,
15582,16820,Micro Machines V4,PSP,2006.0,Racing,Codemasters,2006-06-01,Supersonic Software,6.1,7.35,12.0,0.01,0.0,0.0,0.0,0.02,Micro Machines,
15583,16821,Entaku no Seito: The Eternal Legend,PSP,2012.0,Role-Playing,Kadokawa Games,,,,,,0.0,0.0,0.02,0.0,0.02,,
15584,16822,New Atelier Rorona: Hajimari no Monogatari,3DS,2015.0,Action,Tecmo Koei,,Gust,,6.9,11.0,0.0,0.0,0.02,0.0,0.02,Atelier ,
15585,16823,WorldShift,PC,2009.0,Strategy,Playlogic Game Factory,2009-11-01,Black Sea Studios,6.3,7.2,,0.02,0.0,0.0,0.0,0.02,,
15586,16824,The Crew: Wild Run,PC,2015.0,Action,Ubisoft,2015-11-01,Ivory Tower,7.4,7.2,138.0,0.0,0.02,0.0,0.0,0.02,,
